asic_0_2_0.Offset_pdiff: -0.621586
asic_0_2_1.Gain_pdiff: 0
asic_0_2_1.GainQuadr_pdiff: -nan
asic_0_2_1.Offset_pdiff: -0.1085
asic_0_2_10.Gain_pdiff: 0
asic_0_2_10.GainQuadr_pdiff: -nan
asic_0_2_10.Offset_pdiff: -2.5872
asic_0_2_100.Gain_pdiff: 0
asic_0_2_100.GainQuadr_pdiff: -nan
asic_0_2_100.Offset_pdiff: -1.34537
asic_0_2_101.Gain_pdiff: 0
asic_0_2_101.GainQuadr_pdiff: -nan
asic_0_2_101.Offset_pdiff: -1.24783
asic_0_2_102.Gain_pdiff: 0
asic_0_2_102.GainQuadr_pdiff: -nan
asic_0_2_102.Offset_pdiff: -2.16282
asic_0_2_103.Gain_pdiff: 0
asic_0_2_103.GainQuadr_pdiff: -nan
asic_0_2_103.Offset_pdiff: -0.895474
asic_0_2_104.Gain_pdiff: 0
asic_0_2_104.GainQuadr_pdiff: -nan
asic_0_2_104.Offset_pdiff: -0.285204
asic_0_2_105.Gain_pdiff: 0
asic_0_2_105.GainQuadr_pdiff: -nan
asic_0_2_105.Offset_pdiff: -2.99703
asic_0_2_106.Gain_pdiff: 0
asic_0_2_106.GainQuadr_pdiff: -nan
asic_0_2_106.Offset_pdiff: -1.18409
asic_0_2_107.Gain_pdiff: 0
asic_0_2_107.GainQuadr_pdiff: -nan
asic_0_2_107.Offset_pdiff: -1.57332
asic_0_2_108.Gain_pdiff: 0
asic_0_2_108.GainQuadr_pdiff: -nan
asic_0_2_108.Offset_pdiff: -0.0806922
asic_0_2_109.Gain_pdiff: 0
asic_0_2_109.GainQuadr_pdiff: -nan
asic_0_2_109.Offset_pdiff: -0.578731
asic_0_2_11.Gain_pdiff: 0
asic_0_2_11.GainQuadr_pdiff: -nan
asic_0_2_11.Offset_pdiff: -1.12664
asic_0_2_110.Gain_pdiff: 0
asic_0_2_110.GainQuadr_pdiff: -nan
asic_0_2_110.Offset_pdiff: -0.830402
asic_0_2_111.Gain_pdiff: 0
asic_0_2_111.GainQuadr_pdiff: -nan
asic_0_2_111.Offset_pdiff: -1.58149
asic_0_2_112.Gain_pdiff: 0
asic_0_2_112.GainQuadr_pdiff: -nan
asic_0_2_112.Offset_pdiff: -3.11813
asic_0_2_113.Gain_pdiff: 0
asic_0_2_113.GainQuadr_pdiff: -nan
asic_0_2_113.Offset_pdiff: -2.57085
asic_0_2_114.Gain_pdiff: 0
asic_0_2_114.GainQuadr_pdiff: -nan
asic_0_2_114.Offset_pdiff: -1.62287
asic_0_2_115.Gain_pdiff: 0
asic_0_2_115.GainQuadr_pdiff: -nan
asic_0_2_115.Offset_pdiff: -1.76456
asic_0_2_116.Gain_pdiff: 0
asic_0_2_116.GainQuadr_pdiff: -nan
asic_0_2_116.Offset_pdiff: -0.715602
asic_0_2_117.Gain_pdiff: 0
asic_0_2_117.GainQuadr_pdiff: -nan
asic_0_2_117.Offset_pdiff: -1.07819
asic_0_2_118.Gain_pdiff: 0
asic_0_2_118.GainQuadr_pdiff: -nan
asic_0_2_118.Offset_pdiff: -0.189736
asic_0_2_119.Gain_pdiff: 0
asic_0_2_119.GainQuadr_pdiff: -nan
asic_0_2_119.Offset_pdiff: -1.74562
asic_0_2_12.Gain_pdiff: 0
asic_0_2_12.GainQuadr_pdiff: -nan
asic_0_2_12.Offset_pdiff: -0.0859879
asic_0_2_120.Gain_pdiff: 0
asic_0_2_120.GainQuadr_pdiff: -nan
asic_0_2_120.Offset_pdiff: -1.44318
asic_0_2_121.Gain_pdiff: 0
asic_0_2_121.GainQuadr_pdiff: -nan
asic_0_2_121.Offset_pdiff: -2.34168
asic_0_2_122.Gain_pdiff: 0
asic_0_2_122.GainQuadr_pdiff: -nan
asic_0_2_122.Offset_pdiff: -1.2964
